NameCity,Population,Violent,Murder,Robbery,Burglary,Arson,Years,Rape,Assault,PropertyCrime,Theft
Fortuna,12228,46,0,9,61,6,2018,3,34,352,257
Foster City,34993,35,0,5,59,3,2018,6,24,376,300
Fountain Valley,56433,52,0,21,194,1,2018,1,30,1496,1185
Fowler,6627,22,0,6,52,0,2018,1,15,107,46
Fremont,238024,502,3,216,720,22,2018,55,228,4687,3284
Fresno,531818,2953,32,909,2949,264,2018,170,1842,17787,12473
Fullerton,141132,332,3,107,329,16,2018,66,156,3660,2856
Galt,26548,96,0,21,66,6,2018,11,64,462,347
Gardena,60423,326,7,160,289,8,2018,16,143,1306,702
Garden Grove,174661,507,4,163,613,15,2018,54,286,4040,2815
Gilroy,59033,209,0,75,188,7,2018,37,97,1609,1040
Glendale,204724,202,1,77,454,11,2018,24,100,3110,2390
Glendora,52727,122,0,26,222,5,2018,23,73,1523,1179
Goleta,31284,42,0,10,75,0,2018,4,28,352,233
Gonzales,8521,11,0,4,11,0,2018,1,6,74,30
Grand Terrace,12672,37,0,17,55,0,2018,6,14,254,166
Grass Valley,13004,70,0,14,81,1,2018,1,55,517,386
Greenfield,17680,97,3,14,41,3,2018,4,76,193,108
Gridley,6612,80,0,1,49,3,2018,5,74,250,191
Grover Beach,13694,28,1,4,45,4,2018,5,18,249,180
Guadalupe,7411,11,0,3,16,1,2018,1,7,51,23
Gustine,5890,38,0,1,24,1,2018,2,35,95,56
Hanford,56805,274,2,41,145,7,2018,32,199,1264,945
Hawaiian Gardens,14474,81,0,24,56,1,2018,4,53,250,143
Hawthorne,88372,617,0,232,294,5,2018,37,348,1705,1064
Hayward,162881,669,3,364,545,21,2018,85,217,4770,2849
Healdsburg,11917,20,0,4,30,0,2018,1,15,223,174
Hemet,86047,432,7,144,574,29,2018,25,256,2863,1754
Hercules,25750,30,0,16,82,0,2018,0,14,350,240
Hermosa Beach,19737,30,0,5,130,0,2018,3,22,477,316
Hesperia,95519,406,2,126,444,19,2018,32,246,2035,1228
Hidden Hills,1930,0,0,0,4,0,2018,0,0,15,9
Highland,55651,208,1,62,242,11,2018,7,138,1143,636
Hillsborough,11580,9,0,0,44,0,2018,2,7,90,42
Hollister,38930,98,1,16,62,2,2018,13,68,496,334
Holtville,6695,15,0,1,19,1,2018,3,11,84,53
Hughson,7627,7,0,2,17,0,2018,0,5,88,60
Huntington Beach,203428,429,1,106,525,24,2018,83,239,3993,3158
Huntington Park,58922,429,2,214,256,16,2018,38,175,1800,954
Huron,7396,96,0,3,18,15,2018,4,89,49,10
Imperial,17976,9,0,1,18,0,2018,2,6,77,38
Imperial Beach,27569,79,0,18,63,1,2018,3,58,352,201
Indian Wells,5467,1,0,0,28,0,2018,0,1,132,90
Indio,91346,495,2,112,405,11,2018,47,334,2242,1362
Industry,203,87,2,50,161,3,2018,3,32,979,681
Inglewood,110726,683,15,312,450,12,2018,51,305,2744,1636
Ione,7848,5,0,0,13,0,2018,0,5,56,38
Irvine,288052,160,0,53,621,9,2018,40,67,3659,2840
Irwindale,1467,12,0,6,44,1,2018,0,6,194,115
Isleton,851,0,0,0,14,0,2018,0,0,24,9
Jackson,4752,29,0,3,27,3,2018,2,24,128,93
Jurupa Valley,107605,332,6,84,399,1,2018,11,231,2839,1548
Kensington,5400,2,0,0,13,0,2018,0,2,48,30
Kerman,15128,59,1,21,84,0,2018,5,32,358,218
King City,14228,32,1,5,53,2,2018,7,19,175,93
Kingsburg,12089,40,0,7,129,2,2018,5,28,306,124
La Canada Flintridge,20436,13,0,4,86,0,2018,2,7,330,231
Lafayette,26827,10,0,5,23,0,2018,0,5,231,191
Laguna Beach,23202,90,0,9,60,4,2018,5,76,443,340
Laguna Hills,31474,55,0,15,97,4,2018,5,35,402,277
Laguna Niguel,66806,81,0,21,104,2,2018,2,58,640,480
Laguna Woods,16219,10,0,2,11,0,2018,1,7,108,84
La Habra,62769,111,1,45,190,2,2018,5,60,1155,800
La Habra Heights,5415,6,0,2,22,0,2018,1,3,66,43
Lake Elsinore,68451,161,2,55,258,3,2018,2,102,1919,1329
Lake Forest,85302,159,1,36,139,10,2018,14,108,761,510
Lakeport,4763,27,0,5,48,0,2018,1,21,175,114
Lake Shastina,2563,2,0,0,0,0,2018,1,1,5,5
Lakewood,81097,270,2,118,275,5,2018,23,127,1848,1347
La Mesa,60442,160,1,67,157,6,2018,13,79,1049,760
La Mirada,49175,89,1,22,128,3,2018,6,60,829,580
Lancaster,160818,1193,7,298,1001,28,2018,94,794,3805,2074
La Palma,15747,20,0,5,84,1,2018,0,15,334,227
La Puente,40390,162,3,41,96,2,2018,16,102,501,258
La Quinta,41849,42,1,20,174,2,2018,1,20,1154,896
La Verne,32656,87,0,11,129,1,2018,18,58,742,538
Lawndale,33121,129,3,30,61,1,2018,10,86,348,185
Lemon Grove,27364,155,2,52,67,3,2018,6,95,468,309
Lemoore,26626,188,0,20,69,1,2018,18,150,385,264
Lincoln,48364,35,0,12,83,4,2018,13,10,418,291
Lindsay,13542,34,1,8,30,3,2018,0,25,214,129
Livermore,91612,186,0,58,212,8,2018,33,95,1696,1329
Livingston,14301,41,0,13,82,4,2018,1,27,308,173
Lodi,66416,277,9,88,359,14,2018,12,168,1701,1000
Loma Linda,24319,40,0,10,125,1,2018,7,23,608,385
Lomita,20770,66,1,11,64,0,2018,6,48,312,201
Lompoc,43719,218,1,32,178,14,2018,26,159,951,629
Long Beach,470445,3284,30,979,2328,127,2018,219,2056,11922,7315
Los Alamitos,11629,8,0,3,54,0,2018,1,4,156,78
Los Altos,30989,13,0,3,80,0,2018,4,6,284,188
Los Altos Hills,8656,7,0,2,29,2,2018,0,5,48,17
Los Angeles,4029741,30126,258,10327,15988,1654,2018,2528,17013,101267,67963
Los Banos,39651,144,1,37,244,4,2018,7,99,1071,659
Los Gatos,30899,10,0,6,58,0,2018,2,2,459,360
Lynwood,71315,426,9,180,228,21,2018,22,215,1438,656
Madera,66098,399,6,92,241,15,2018,37,264,1346,898
Malibu,12911,37,1,9,74,1,2018,9,18,380,277
Mammoth Lakes,8118,19,0,3,9,1,2018,2,14,82,71
Manhattan Beach,36038,57,1,27,113,2,2018,8,21,844,684
Manteca,81080,256,0,97,386,15,2018,18,141,2288,1522
Marina,22511,49,1,14,41,2,2018,4,30,317,240
Martinez,38699,73,0,32,73,0,2018,10,31,524,346
Marysville,12459,112,0,26,72,11,2018,11,75,533,332
Maywood,27612,87,2,26,72,0,2018,10,49,302,107
McFarland,15475,61,2,6,69,8,2018,10,43,212,68
Mendota,11476,86,0,6,50,0,2018,5,75,197,78
Menifee,92540,155,3,46,331,1,2018,9,97,1945,1282
Menlo Park,34694,43,1,9,110,1,2018,9,24,606,470
Merced,83659,465,1,116,387,62,2018,30,318,2219,1404
Mill Valley,14418,9,0,4,44,0,2018,1,4,196,137
Milpitas,79895,87,0,45,243,4,2018,11,31,1934,1435
Mission Viejo,96419,113,0,24,157,5,2018,5,84,937,702
Modesto,215822,1904,16,420,1109,62,2018,105,1363,7727,5420
Monrovia,37128,69,2,31,121,1,2018,10,26,914,723
Montague,1401,12,0,1,16,2,2018,1,10,26,8
Montclair,39648,239,1,72,337,18,2018,37,129,1646,990
Montebello,63291,218,6,109,619,86,2018,10,93,1643,548
Monterey,28744,112,0,35,204,3,2018,18,59,1143,859
Monterey Park,61160,124,0,73,356,2,2018,4,47,1589,1017
Monte Sereno,3606,0,0,0,8,0,2018,0,0,19,8
Moorpark,37121,33,0,7,55,1,2018,7,19,261,188
Moraga,17866,12,0,2,12,0,2018,2,8,94,75
Moreno Valley,209145,775,9,293,1101,11,2018,30,443,6161,3854
Morgan Hill,46142,52,1,17,125,1,2018,0,34,740,501
Morro Bay,10692,36,0,4,16,0,2018,3,29,135,113
Mountain View,82518,157,0,59,276,7,2018,13,85,2103,1659
Mount Shasta,3289,11,0,1,7,0,2018,1,9,47,28
Murrieta,114706,92,2,35,234,2,2018,16,39,1412,952
Napa,80145,269,0,46,258,30,2018,56,167,1241,814
National City,61763,306,2,101,127,8,2018,22,181,1167,748
Needles,5030,59,0,2,74,12,2018,6,51,202,99
Nevada City,3146,13,0,2,21,0,2018,3,8,112,72
Newark,48276,97,1,39,180,7,2018,20,37,1318,969
Newman,11525,19,3,7,25,0,2018,1,8,134,71
Newport Beach,86276,124,1,29,397,3,2018,31,63,2073,1513
Norco,26716,63,0,19,123,0,2018,4,40,675,442
Norwalk,106158,449,9,132,438,13,2018,23,285,1948,1116
Novato,56577,97,1,19,118,8,2018,10,67,773,564
Oakdale,23504,48,0,18,109,4,2018,9,21,555,375
Oakland,430230,5480,70,2624,2394,245,2018,448,2338,23190,15725
Oakley,42655,42,1,9,90,2,2018,1,31,508,323
Oceanside,177464,669,9,158,526,16,2018,69,433,3836,2845
Ojai,7597,6,0,3,12,1,2018,1,2,68,50
Ontario,177542,670,6,231,723,27,2018,106,327,4584,2858
Orange,141108,160,3,73,478,19,2018,12,72,2478,1700
Orange Cove,9682,25,1,5,30,0,2018,2,17,94,42
Orinda,20020,9,0,7,30,0,2018,1,1,110,69
Orland,7697,25,0,6,22,0,2018,3,16,121,82
Oroville,19186,112,4,32,152,9,2018,10,66,982,623
Oxnard,211737,801,14,327,704,41,2018,66,394,5055,3568
Pacifica,39339,71,0,16,70,1,2018,20,35,402,304
Pacific Grove,15788,23,0,2,44,0,2018,9,12,312,252
Palmdale,158177,591,4,161,513,20,2018,43,383,2442,1426
Palm Desert,53567,91,0,21,329,4,2018,6,64,1989,1530
Palm Springs,48644,274,3,81,522,5,2018,35,155,2078,1281
Palo Alto,67560,72,0,30,234,8,2018,5,37,1513,1197
Palos Verdes Estates,13559,6,0,4,33,0,2018,1,1,104,69
Paradise,26755,65,0,5,109,0,2018,15,45,279,125
Paramount,55023,329,3,137,213,5,2018,19,170,1427,871
Parlier,15356,111,3,18,108,9,2018,9,81,335,124
Pasadena,143448,547,7,174,663,22,2018,47,319,2928,1959
Paso Robles,32228,43,0,7,133,2,2018,13,23,797,610
Patterson,22363,53,0,8,45,2,2018,0,45,387,224
Perris,79238,214,5,78,248,5,2018,7,124,2000,1036
Petaluma,61289,197,0,27,153,6,2018,31,139,889,668
Pico Rivera,63602,228,4,77,231,5,2018,9,138,1159,614
Piedmont,11478,21,0,10,47,1,2018,1,10,195,124
Pinole,19509,70,0,29,83,2,2018,0,41,747,605
Pismo Beach,8323,30,0,3,129,1,2018,3,24,439,295
Pittsburg,73462,422,3,130,251,20,2018,53,236,1679,1010
Placentia,52324,120,0,20,243,2,2018,10,90,904,548
Placerville,11018,54,0,9,47,2,2018,17,28,278,189
Pleasant Hill,35252,57,1,32,134,1,2018,3,21,1584,1373
Pleasanton,84992,110,0,57,156,4,2018,6,47,1445,1177
Pomona,153496,877,17,361,903,34,2018,76,423,4697,2764
Porterville,59394,209,3,52,320,3,2018,15,139,1561,935
Port Hueneme,22417,61,0,18,86,11,2018,4,39,421,280
Poway,50346,65,1,10,92,4,2018,11,43,509,380
Rancho Cordova,74863,272,3,74,257,1,2018,26,169,1388,934
Rancho Cucamonga,179114,290,1,112,625,15,2018,51,126,3854,2831
Rancho Mirage,18463,24,0,5,133,0,2018,0,19,708,513
Rancho Palos Verdes,42464,32,0,5,120,0,2018,6,21,389,240
Rancho Santa Margarita,48918,46,0,6,43,9,2018,3,37,316,261
Red Bluff,14315,165,2,20,151,14,2018,24,119,719,451
Redding,92068,620,2,96,613,9,2018,87,435,3433,2281
Redlands,71954,264,5,82,326,41,2018,64,113,2491,1842
Redondo Beach,68048,171,4,53,249,3,2018,14,100,1452,1071
Redwood City,88161,177,0,53,172,8,2018,45,79,1254,912
Reedley,25809,105,3,10,91,6,2018,13,79,289,128
Rialto,104173,543,5,195,544,20,2018,45,298,3038,1850
Richmond,110982,1046,17,375,383,43,2018,32,622,4353,2285
Ridgecrest,29055,171,1,15,123,13,2018,31,124,500,316
Rio Dell,3413,8,0,2,14,1,2018,3,3,61,41
Rio Vista,9268,21,0,2,32,1,2018,2,17,118,63
Ripon,15878,10,0,5,27,2,2018,3,2,225,184
Riverbank,25035,24,0,13,67,0,2018,0,11,447,326
Riverside,331022,1686,14,543,1470,73,2018,150,979,10226,6911
Rocklin,65969,52,0,16,172,6,2018,13,23,952,699
Rohnert Park,43129,222,0,22,112,4,2018,40,160,745,549
Rolling Hills,1885,0,0,0,1,0,2018,0,0,5,4
Rolling Hills Estates,8249,8,1,2,33,2,2018,3,2,108,67
Rosemead,54661,194,1,87,288,5,2018,12,94,1274,702
Roseville,137706,299,3,133,428,21,2018,28,135,3252,2543
Ross,2487,1,0,0,7,0,2018,1,0,24,17
Sacramento,507037,3329,36,1052,2751,146,2018,102,2139,15417,9783
Salinas,158590,981,19,321,897,31,2018,100,541,4304,2180
San Bernardino,217986,2906,49,974,2226,75,2018,153,1730,9014,4594
San Bruno,43621,123,0,38,116,19,2018,20,65,984,775
San Clemente,65509,114,0,28,140,3,2018,9,77,900,697
Sand City,395,8,0,3,8,0,2018,0,5,111,96
San Diego,1436495,5360,35,1439,3752,187,2018,605,3281,27416,18482
San Dimas,34463,80,1,22,152,6,2018,11,46,751,534
San Fernando,24869,102,0,37,51,0,2018,3,62,312,162
San Francisco,889282,6144,46,3165,5322,288,2018,354,2579,49214,39675
San Gabriel,40637,136,0,51,172,3,2018,9,76,691,453
Sanger,25287,88,1,13,110,2,2018,15,59,362,188
San Jacinto,48830,132,2,70,287,0,2018,1,59,1461,935
San Jose,1047305,4444,28,1593,4539,121,2018,615,2208,25753,13510
San Juan Capistrano,36295,84,0,12,96,1,2018,9,63,351,215
San Leandro,91359,473,1,299,439,27,2018,22,151,3584,2333
San Luis Obispo,47885,192,1,33,242,21,2018,55,103,1809,1493
San Marcos,98088,202,0,61,167,5,2018,18,123,1052,740
San Marino,13358,11,0,2,84,3,2018,1,8,203,118
San Mateo,105839,285,0,88,590,6,2018,25,172,2163,1360
San Pablo,31403,180,0,99,114,6,2018,14,67,979,531
San Rafael,59254,257,2,107,277,16,2018,32,116,1695,1050
San Ramon,76569,43,0,21,103,6,2018,4,18,786,631
Santa Ana,335403,1571,21,499,910,57,2018,230,821,6390,3931
Santa Barbara,92630,415,1,89,261,16,2018,77,248,2333,1894
Santa Clara,128682,208,1,74,429,11,2018,33,100,3741,2860
Santa Clarita,216589,292,4,94,582,26,2018,43,151,2437,1560
Santa Cruz,65680,390,1,66,336,53,2018,34,289,2905,2308
Santa Fe Springs,18241,105,1,39,176,8,2018,6,59,991,651
Santa Maria,108100,497,6,159,377,24,2018,60,272,1932,979
Santa Monica,92674,797,7,278,662,21,2018,60,452,4732,3835
Santa Paula,30456,90,1,32,99,0,2018,3,54,458,318
Santa Rosa,176325,823,3,147,547,26,2018,149,524,3118,2179
Santee,58781,109,0,31,113,11,2018,13,65,886,701
Saratoga,31023,22,0,6,97,1,2018,7,9,237,127
Sausalito,7167,9,0,0,13,1,2018,0,9,201,179
Scotts Valley,11998,17,0,2,42,3,2018,6,9,191,137
Seal Beach,24356,39,0,20,70,14,2018,9,10,601,493
Seaside,34303,92,0,23,41,4,2018,13,56,445,333
Sebastopol,7705,15,1,5,71,0,2018,2,7,164,84
Selma,24979,240,3,16,239,3,2018,23,198,725,344
Shafter,19986,44,0,8,138,12,2018,6,30,544,285
Sierra Madre,11055,7,0,0,34,0,2018,0,7,95,59
Signal Hill,11711,86,0,37,107,4,2018,10,39,690,471
Simi Valley,127222,214,0,56,253,2,2018,46,112,1491,1118
Solana Beach,13524,23,1,3,62,0,2018,2,17,206,123
Soledad,26313,70,1,10,17,1,2018,5,54,101,53
Solvang,6013,6,0,1,12,0,2018,1,4,52,35
Sonoma,11173,44,0,5,23,0,2018,4,35,164,133
Sonora,4851,27,0,8,40,5,2018,8,11,286,228
South El Monte,21113,126,1,33,145,5,2018,7,85,621,313
South Gate,95570,634,1,192,343,15,2018,34,407,2364,1376
South Lake Tahoe,22060,182,3,22,114,7,2018,9,148,454,279
South Pasadena,25924,32,0,19,103,0,2018,2,11,522,360
South San Francisco,67973,181,0,56,257,5,2018,22,103,1444,1002
Stallion Springs,2645,1,0,0,2,0,2018,1,0,17,14
Stanton,38618,135,0,42,94,5,2018,10,83,618,401
St. Helena,6251,9,0,1,11,1,2018,0,8,47,31
Stockton,313158,4383,33,1205,2329,191,2018,193,2952,11800,7417
Suisun City,29859,93,1,18,54,5,2018,13,61,627,483
Sunnyvale,155637,255,1,71,424,8,2018,43,140,2541,1764
Susanville,15017,197,0,11,84,3,2018,8,178,274,177
Sutter Creek,2584,1,0,0,5,0,2018,0,1,39,29
Taft,9449,72,0,6,105,0,2018,1,65,338,190
Tehachapi,12402,82,0,12,71,3,2018,19,51,276,155
Temecula,116411,139,0,60,429,2,2018,4,75,2711,1964
Temple City,36484,64,0,22,212,0,2018,7,35,472,216
Thousand Oaks,129319,126,14,30,236,4,2018,30,52,1480,1127
Tiburon,9195,7,0,2,15,0,2018,0,5,77,62
Torrance,146968,267,2,107,468,9,2018,35,123,2702,1951
Tracy,91988,199,4,61,261,17,2018,31,103,2331,1772
Truckee,16609,17,0,3,42,2,2018,2,12,143,85
Tulare,64509,251,3,61,325,6,2018,24,163,1818,1143
Tulelake,991,0,0,0,1,0,2018,0,0,6,3
Turlock,74267,420,7,130,351,45,2018,29,254,2233,1447
Tustin,81243,122,0,49,243,5,2018,15,58,1874,1506
Twentynine Palms,26755,81,1,16,111,7,2018,16,48,278,136
Ukiah,16037,95,1,11,76,26,2018,15,68,284,149
Union City,76198,261,1,89,246,10,2018,15,156,1653,1170
Upland,77453,290,2,109,500,3,2018,13,166,2072,1297
Vacaville,101146,230,2,63,163,12,2018,22,143,2158,1804
Vallejo,122974,942,8,349,2456,40,2018,103,482,4508,975
Ventura,111272,445,2,117,481,32,2018,54,272,3482,2667
Vernon,113,27,1,13,82,3,2018,1,12,383,195
Victorville,123343,809,9,258,631,32,2018,63,479,2718,1386
Villa Park,5904,0,0,0,21,0,2018,0,0,57,34
Visalia,134224,450,3,138,748,23,2018,107,202,3978,2701
Vista,102742,330,5,104,266,2,2018,32,189,1497,926
Walnut,30343,22,0,9,217,0,2018,4,9,483,228
Walnut Creek,70587,109,2,35,303,1,2018,3,69,2249,1812
Waterford,9018,20,0,6,27,0,2018,0,14,114,53
Watsonville,54513,243,1,50,196,14,2018,18,174,1330,785
Weed,2682,26,0,4,13,0,2018,2,20,82,62
West Covina,107806,292,1,150,385,8,2018,25,116,2513,1735
West Hollywood,37478,301,3,127,240,20,2018,40,131,2100,1762
Westlake Village,8459,12,1,6,36,1,2018,0,5,200,156
Westminster,91821,286,2,117,425,8,2018,26,141,2433,1739
Westmorland,2291,12,1,0,6,1,2018,0,11,28,21
West Sacramento,54215,225,1,92,224,15,2018,17,115,1412,931
Wheatland,3892,3,0,0,9,1,2018,0,3,49,29
Whittier,87055,233,1,99,367,11,2018,23,110,2225,1527
Wildomar,37626,48,1,19,136,0,2018,0,28,724,456
Williams,5380,22,0,3,28,3,2018,1,18,81,43
Willits,4875,21,0,5,15,3,2018,10,6,72,32
Windsor,27654,74,0,6,42,2,2018,7,61,249,190
Winters,7371,9,0,3,17,0,2018,2,4,118,94
Woodlake,7700,25,0,1,25,5,2018,2,22,107,69
Woodland,60679,220,1,67,252,25,2018,16,136,1602,1146
Yorba Linda,68794,44,0,12,185,5,2018,6,26,812,561
Yountville,2921,2,0,0,5,0,2018,1,1,33,28
Yreka,7573,37,0,2,38,0,2018,2,33,221,164
Yuba City,67035,264,1,75,234,11,2018,35,153,1846,1356
Yucaipa,54001,101,0,29,160,3,2018,12,60,822,473
Yucca Valley,21895,85,2,21,83,5,2018,8,54,340,204
Adelanto,34491,276,1,42,136,14,2019,20,213,459,209
Agoura Hills,20490,21,0,4,66,0,2019,6,11,306,223
Alameda,78907,162,0,94,218,29,2019,7,61,2579,1958
Albany,20083,40,0,21,105,1,2019,8,11,685,534
Alhambra,84837,161,2,89,259,8,2019,11,59,1749,1303
Aliso Viejo,52247,27,1,13,57,1,2019,3,10,433,351
Alturas,2471,10,0,1,14,0,2019,2,7,30,13
American Canyon,20452,53,0,7,59,3,2019,7,39,454,368
Anaheim,353915,1120,8,396,1123,44,2019,141,575,8258,5904
Anderson,10545,61,1,12,63,1,2019,5,43,363,208
Angels Camp,3909,6,0,1,19,0,2019,2,3,74,45
Antioch,112641,648,12,238,511,59,2019,55,343,3199,2078
Apple Valley,74051,339,4,68,230,11,2019,19,248,1105,660
Arcadia,58899,84,1,35,301,3,2019,10,38,1348,973
Arcata,18332,72,1,16,122,21,2019,12,43,605,425
Arroyo Grande,18188,27,0,7,35,3,2019,2,18,275,219
Artesia,16779,72,1,28,90,0,2019,2,41,284,161
Arvin,21811,196,3,16,115,16,2019,3,174,437,178
Atascadero,30579,65,0,7,96,3,2019,7,51,493,360
Atherton,7222,12,0,4,32,0,2019,2,6,110,74
Atwater,29632,206,1,22,140,0,2019,10,173,1031,708
Auburn,14201,50,0,5,72,5,2019,8,37,237,146
Avalon,3722,10,0,0,7,0,2019,2,8,40,28
Avenal,12991,69,0,3,26,0,2019,7,59,58,28
Azusa,50405,144,5,46,174,12,2019,17,76,959,646
Bakersfield,388080,1766,34,701,3888,470,2019,116,915,16074,9277
Baldwin Park,75862,188,1,50,196,5,2019,24,113,1110,606
Banning,31450,136,2,27,179,0,2019,16,91,532,210
Barstow,24121,274,5,82,285,37,2019,10,177,986,527
Bear Valley,5507,11,0,0,6,0,2019,7,4,44,36
Beaumont,50990,92,2,38,178,11,2019,14,38,922,548
Bell,35759,168,0,37,127,0,2019,11,120,441,224
Bellflower,77196,327,1,107,326,7,2019,29,190,1506,860
Bell Gardens,42366,147,0,69,78,4,2019,4,74,630,334
Belmont,27272,45,1,1,50,2,2019,8,35,392,312
Belvedere,2114,1,0,0,2,0,2019,0,1,15,13
Benicia,28471,16,0,13,72,2,2019,1,2,377,250
Berkeley,122788,618,0,369,771,17,2019,74,175,6256,4993
Beverly Hills,34211,103,1,52,257,6,2019,6,44,1499,1197
Big Bear,5311,76,0,4,30,0,2019,7,65,135,92
Biggs,1726,3,0,0,3,0,2019,1,2,17,10
Bishop,3731,34,0,6,29,0,2019,9,19,183,150
Blythe,19889,92,0,29,177,44,2019,7,56,644,434
Bradbury,1089,1,0,1,2,0,2019,0,0,10,6
Brawley,26379,121,2,8,95,15,2019,4,107,618,468
Brea,44155,72,0,29,169,3,2019,10,33,1450,1209
Brentwood,65483,166,0,67,142,11,2019,16,83,1335,1095
Brisbane,4746,10,0,0,64,1,2019,2,8,137,52
Broadmoor,4446,11,0,7,15,0,2019,2,2,82,55
Buellton,5142,3,0,0,15,0,2019,0,3,54,31
Buena Park,82627,246,1,91,230,1,2019,15,139,2061,1567
Burbank,103738,189,1,54,299,4,2019,11,123,2617,2107
Burlingame,30677,74,0,25,162,4,2019,9,40,1185,937
Calabasas,24016,35,1,15,81,1,2019,6,13,331,226
Calexico,40327,94,0,21,244,56,2019,3,70,894,470
California City,14319,83,0,15,102,3,2019,13,55,281,120
Calimesa,9073,22,0,7,51,0,2019,0,15,280,193
Calistoga,5341,6,0,0,7,0,2019,0,6,70,54
Camarillo,69628,58,0,16,100,2,2019,22,20,817,676
Campbell,42697,89,0,21,209,13,2019,22,46,1357,990
Canyon Lake,11353,15,0,1,15,0,2019,0,14,74,47
Capitola,10101,30,0,6,53,2,2019,3,21,528,454
Carlsbad,117220,240,3,39,297,11,2019,40,158,2135,1671
Carmel,3877,11,0,0,20,0,2019,0,11,103,81
Carpinteria,13514,11,1,3,19,0,2019,0,7,155,116
Carson,91947,444,5,122,328,14,2019,31,286,2004,1277
Cathedral City,55346,144,7,48,182,4,2019,19,70,602,227
Central Marin,34793,32,0,10,360,0,2019,6,16,1094,684
Ceres,49134,209,1,59,239,20,2019,12,137,1158,628
Cerritos,50642,127,1,65,314,0,2019,10,51,1634,1198
Chico,95826,557,0,104,272,48,2019,100,353,2406,1753
Chino,93348,329,3,96,376,5,2019,35,195,2224,1649
Chino Hills,84577,95,1,20,222,5,2019,10,64,891,606
Chowchilla,18792,39,0,3,71,7,2019,2,34,234,109
Chula Vista,275230,904,3,265,486,36,2019,61,575,3816,2503
Citrus Heights,88496,313,1,76,372,7,2019,46,190,2248,1607
Claremont,36681,51,0,23,191,7,2019,6,22,774,552
Clayton,12356,1,0,1,14,0,2019,0,0,155,137
Clearlake,15400,119,1,36,146,11,2019,19,63,460,210
Cloverdale,8910,16,0,0,25,1,2019,1,15,116,87
Clovis,114170,243,0,32,307,6,2019,54,157,2276,1810
Coachella,46485,126,0,43,135,5,2019,9,74,894,580
Coalinga,16356,41,0,4,38,4,2019,2,35,217,159
Colma,1512,28,0,20,36,2,2019,0,8,325,263
Colton,55059,215,1,103,317,8,2019,9,102,1517,836
Colusa,5903,6,0,1,28,0,2019,4,1,78,34
Commerce,12804,138,1,49,128,16,2019,5,83,1004,624
Compton,96638,1104,18,427,334,44,2019,40,619,2346,1285
Concord,130615,541,2,234,434,23,2019,67,238,4560,3512
Corcoran,21353,118,1,12,65,5,2019,8,97,272,157
Corning,7537,28,0,4,51,1,2019,6,18,211,127
Corona,170875,291,4,103,646,28,2019,43,141,3482,2251
Coronado,21115,9,0,7,34,2,2019,1,1,324,276
Costa Mesa,114047,312,0,104,450,16,2019,52,156,3739,2934
Cotati,7641,40,1,5,15,1,2019,6,28,95,68
Covina,47985,171,2,43,239,11,2019,25,101,1189,779
Crescent City,6716,23,0,8,59,6,2019,2,13,311,238
Cudahy,23828,89,2,29,39,3,2019,2,56,214,111
Culver City,39252,182,0,102,172,1,2019,2,78,1647,1380
Cupertino,60357,55,1,14,175,1,2019,6,34,1018,803
Cypress,49085,52,1,21,98,2,2019,7,23,596,424
Daly City,107748,232,0,91,170,12,2019,44,97,1868,1517
Dana Point,33779,52,0,18,61,0,2019,0,34,399,311
Danville,44997,23,1,7,36,1,2019,5,10,296,247
Davis,69767,107,2,44,274,4,2019,21,40,2190,1816
Delano,53002,205,8,33,203,40,2019,8,156,1118,603
Del Mar,4369,7,0,2,17,0,2019,1,4,67,37
Del Rey Oaks,1674,7,0,6,8,0,2019,0,1,39,30
Desert Hot Springs,29107,255,5,59,301,4,2019,13,178,680,216
Diamond Bar,56364,72,1,25,282,2,2019,4,42,908,574
Dinuba,24685,161,1,25,58,20,2019,5,130,530,405
Dixon,20775,54,0,14,35,3,2019,4,36,389,284
Dorris,897,4,0,0,8,0,2019,0,4,11,2
Dos Palos,5594,64,0,2,36,3,2019,0,62,169,89
Downey,112330,352,4,151,344,4,2019,30,167,2473,1566
Duarte,21550,55,0,10,48,1,2019,2,43,305,215
Dublin,66072,107,0,43,114,3,2019,7,57,1259,1052
Dunsmuir,1564,14,0,0,6,0,2019,4,10,18,11
East Palo Alto,29686,144,1,57,67,6,2019,22,64,533,360
Eastvale,66310,83,0,23,151,0,2019,3,57,944,676
El Cajon,103686,552,3,201,371,15,2019,38,310,2046,1316
El Centro,44303,143,3,41,228,7,2019,9,90,1184,861
El Cerrito,25857,152,1,91,166,7,2019,4,56,1300,1054
Elk Grove,175492,372,0,114,292,10,2019,35,223,2599,2107
El Monte,115830,304,2,126,347,17,2019,34,142,1787,1046
El Segundo,16727,82,0,30,164,1,2019,5,47,625,387
Emeryville,12380,166,0,114,95,3,2019,12,40,2623,2415
Encinitas,63320,86,2,15,115,1,2019,10,59,605,422
Escalon,7644,16,0,0,25,1,2019,1,15,135,102
Escondido,153215,536,4,143,379,8,2019,51,338,2373,1599
Etna,716,2,0,0,0,0,2019,1,1,0,0
Eureka,26973,195,3,63,187,24,2019,29,100,1350,977
Exeter,10557,26,0,5,52,1,2019,5,16,265,188
Fairfax,7569,9,0,0,13,0,2019,3,6,92,77
