NameCity,Population,Violent,Murder,Robbery,Burglary,Arson,Years,Rape,Assault,PropertyCrime,Theft
Garden Grove,175466,602,5,220,840,22,2017,22,355,4348,2851
Gilroy,56163,208,1,81,213,8,2017,32,94,1648,1144
Glendale,202381,274,3,127,498,13,2017,32,112,3118,2303
Glendora,52133,129,0,33,248,3,2017,15,81,1533,1180
Goleta,31000,51,1,18,101,3,2017,3,29,451,318
Gonzales,8508,10,0,4,17,0,2017,2,4,64,36
Grand Terrace,12584,32,0,9,83,0,2017,8,15,283,169
Grass Valley,12947,76,2,9,125,3,2017,0,65,750,515
Greenfield,17603,102,2,18,49,14,2017,7,75,214,86
Gridley,6588,104,0,3,38,2,2017,6,95,188,133
Grover Beach,13720,39,1,7,43,0,2017,7,24,246,161
Guadalupe,7360,4,0,0,12,1,2017,1,3,55,29
Gustine,5865,33,0,1,26,1,2017,1,31,85,43
Hanford,55789,284,2,54,197,21,2017,28,200,1359,916
Hawaiian Gardens,14505,86,0,30,78,0,2017,1,55,324,161
Hawthorne,88664,587,5,275,408,16,2017,25,282,2273,1350
Hayward,161417,563,5,306,482,37,2017,70,182,5023,2740
Healdsburg,11915,19,0,4,38,0,2017,2,13,221,156
Hemet,85166,457,4,133,703,10,2017,25,295,3103,1868
Hercules,25570,30,0,12,66,0,2017,6,12,378,269
Hermosa Beach,19836,28,0,7,116,3,2017,4,17,590,426
Hesperia,94292,380,2,97,452,25,2017,38,243,2117,1230
Hidden Hills,1937,1,0,0,4,0,2017,0,1,12,7
Highland,55229,186,4,74,250,17,2017,13,95,1082,609
Hillsborough,11531,8,0,0,28,0,2017,4,4,70,38
Hollister,38310,132,1,33,71,5,2017,18,80,396,252
Holtville,6519,25,1,1,10,0,2017,5,18,65,49
Hughson,7552,2,0,1,15,0,2017,0,1,101,74
Huntington Beach,202244,461,2,95,617,32,2017,75,289,4285,3283
Huntington Park,59004,427,4,197,210,12,2017,42,184,1817,903
Huron,6973,66,3,6,16,29,2017,6,51,54,24
Imperial,17629,11,1,2,14,1,2017,0,8,61,36
Imperial Beach,27593,133,1,34,69,1,2017,5,93,364,211
Indian Wells,5408,1,0,0,51,0,2017,0,1,159,103
Indio,90055,639,3,119,449,6,2017,39,478,2287,1483
Industry,204,73,1,36,151,6,2017,5,31,928,629
Inglewood,110811,785,13,389,492,20,2017,46,337,2760,1466
Ione,6915,3,0,0,4,1,2017,0,3,61,50
Irvine,276115,169,2,55,627,10,2017,46,66,3635,2814
Irwindale,1436,12,1,7,56,0,2017,0,4,212,121
Isleton,841,5,1,0,3,0,2017,0,4,6,3
Jackson,4683,21,0,2,37,3,2017,2,17,129,76
Jurupa Valley,104922,272,5,82,368,5,2017,19,166,2661,1591
Kensington,5397,3,0,1,13,1,2017,1,1,49,29
Kerman,14760,49,0,8,92,2,2017,9,32,343,221
King City,14037,57,3,2,71,2,2017,9,43,196,72
Kingsburg,11874,35,0,4,108,4,2017,2,29,254,109
La Canada Flintridge,20480,16,0,6,105,0,2017,1,9,287,162
Lafayette,26492,7,0,4,41,1,2017,2,1,NA,19
Laguna Beach,23261,100,0,14,124,1,2017,10,76,559,369
Laguna Hills,31715,44,1,18,117,4,2017,5,20,467,301
Laguna Niguel,65700,54,1,11,95,1,2017,7,35,573,428
Laguna Woods,16305,4,0,0,22,1,2017,1,3,127,90
La Habra,61878,137,1,46,197,3,2017,9,81,1251,869
La Habra Heights,5426,4,0,1,29,1,2017,1,2,95,60
Lake Elsinore,66136,177,1,57,299,1,2017,12,107,2145,1507
Lake Forest,84224,133,0,24,166,2,2017,19,90,757,504
Lakeport,4775,28,0,6,58,0,2017,3,19,242,160
Lake Shastina,2562,1,0,0,7,0,2017,0,1,21,11
Lakewood,81317,318,3,151,438,4,2017,13,151,2422,1725
La Mesa,60425,160,3,50,177,7,2017,11,96,1193,823
La Mirada,49328,104,2,34,143,1,2017,7,61,906,625
Lancaster,160653,1219,15,337,935,40,2017,80,787,3318,1733
La Palma,15811,19,0,7,140,1,2017,0,12,363,190
La Puente,40467,148,0,43,92,3,2017,14,91,444,190
La Quinta,41528,67,0,32,168,0,2017,8,27,1197,963
La Verne,32613,92,0,27,137,3,2017,11,54,766,563
Lawndale,33205,178,2,66,75,2,2017,3,107,433,214
Lemon Grove,27113,171,1,55,93,0,2017,4,111,618,422
Lemoore,25999,141,3,21,93,4,2017,20,97,434,267
Lincoln,47741,44,2,6,108,3,2017,19,17,605,435
Lindsay,13513,45,2,13,58,7,2017,0,30,273,149
Livermore,90485,166,0,48,191,22,2017,30,88,1977,1510
Livingston,14117,54,0,12,95,6,2017,2,40,285,154
Lodi,65042,323,1,127,347,8,2017,13,182,1681,985
Loma Linda,24265,39,0,12,112,1,2017,6,21,610,401
Lomita,20764,56,1,13,90,1,2017,3,39,402,241
Lompoc,43948,243,2,37,225,8,2017,34,170,974,598
Long Beach,471397,3101,22,1237,2765,127,2017,203,1639,12598,7104
Los Alamitos,11671,16,0,10,73,0,2017,5,1,202,105
Los Altos,30816,10,0,2,87,3,2017,3,5,321,215
Los Altos Hills,8579,2,0,0,22,4,2017,1,1,59,36
Los Angeles,4007147,30507,281,10814,16668,1414,2017,2455,16957,101618,65757
Los Banos,37910,138,2,41,217,8,2017,6,89,1073,695
Los Gatos,30720,14,0,4,70,0,2017,3,7,431,319
Lynwood,71453,458,8,220,293,22,2017,16,214,1681,688
Madera,64939,378,4,107,336,16,2017,32,235,1702,967
Malibu,12918,38,0,6,78,0,2017,8,24,366,255
Mammoth Lakes,7956,27,0,5,21,0,2017,5,17,147,115
Manhattan Beach,35843,71,0,36,179,3,2017,11,24,875,625
Manteca,78564,256,4,89,302,14,2017,18,145,2240,1616
Marina,22030,54,0,14,72,2,2017,7,33,405,288
Martinez,38619,54,0,20,78,0,2017,7,27,619,318
Marysville,12275,95,1,20,107,14,2017,6,68,508,265
Maywood,27671,115,2,39,68,3,2017,8,66,364,157
McFarland,14882,67,2,5,54,12,2017,16,44,179,82
Mendota,11459,74,0,7,38,1,2017,5,62,124,59
Menifee,90403,123,3,43,326,2,2017,8,69,1972,1373
Menlo Park,34195,53,0,15,95,0,2017,15,23,656,527
Merced,83180,563,8,158,472,92,2017,28,369,2668,1706
Mill Valley,14423,9,0,3,36,0,2017,0,6,211,163
Milpitas,79503,114,2,58,235,4,2017,12,42,1978,1447
Mission Viejo,96928,101,1,26,158,1,2017,13,61,969,733
Modesto,213677,2074,20,519,1188,63,2017,110,1425,8465,5865
Monrovia,37214,66,2,26,120,2,2017,12,26,848,645
Montague,1392,9,1,0,10,0,2017,2,6,18,6
Montclair,39318,230,1,85,284,15,2017,25,119,1534,870
Montebello,63473,203,2,82,665,103,2017,9,110,1644,519
Monterey,28584,125,0,58,162,5,2017,17,50,1206,964
Monterey Park,61210,112,1,55,439,4,2017,10,46,1613,955
Monte Sereno,3583,0,0,0,3,0,2017,0,0,11,8
Moorpark,36813,48,0,9,55,4,2017,8,31,332,257
Moraga,17653,6,0,3,29,1,2017,1,2,128,89
Moreno Valley,207418,798,9,352,1148,14,2017,26,411,6356,4050
Morgan Hill,45277,72,0,18,92,2,2017,1,53,722,507
Morro Bay,10716,22,0,4,35,3,2017,2,16,197,152
Mountain View,81525,150,1,44,290,6,2017,14,91,1982,1590
Mount Shasta,3276,17,1,1,8,1,2017,2,13,66,48
Murrieta,113016,80,1,33,254,8,2017,14,32,1582,1143
Napa,80958,272,1,43,338,1,2017,39,189,1353,828
National City,61574,296,3,109,132,11,2017,23,161,1157,667
Needles,5011,37,0,4,57,9,2017,4,29,178,104
Nevada City,3157,8,0,2,22,0,2017,0,6,117,67
Newark,46360,88,1,48,201,3,2017,15,24,1498,1041
Newman,11271,13,0,4,46,0,2017,0,9,142,70
Newport Beach,86910,124,0,21,361,6,2017,31,72,2123,1630
Norco,26654,69,1,17,124,0,2017,5,46,688,472
Norwalk,106278,437,5,133,418,7,2017,17,282,1956,1123
Novato,56698,92,1,26,145,2,2017,5,60,927,689
Oakdale,22886,31,0,6,104,3,2017,7,18,586,400
Oakland,424915,5521,69,2676,2622,196,2017,400,2376,25422,17305
Oakley,41509,52,1,12,79,2,2017,4,35,489,302
Oceanside,176815,694,9,165,592,22,2017,69,451,4088,3000
Ojai,7603,4,0,0,11,0,2017,2,2,45,33
Ontario,174724,683,8,220,720,29,2017,136,319,4473,2842
Orange,141130,218,4,64,489,19,2017,12,138,2584,1754
Orange Cove,9674,58,5,6,20,0,2017,0,47,95,52
Orinda,19760,10,0,6,53,1,2017,1,3,153,94
Orland,7624,24,1,2,38,2,2017,2,19,132,71
Oroville,19091,124,0,40,259,12,2017,16,68,1427,970
Oxnard,209513,908,15,430,787,43,2017,65,398,5328,3848
Pacifica,39353,86,1,20,100,3,2017,17,48,528,383
Pacific Grove,15716,16,0,0,55,0,2017,8,8,324,249
Palmdale,158094,681,4,218,613,29,2017,37,422,2659,1611
Palm Desert,52845,91,0,30,424,1,2017,3,58,2076,1536
Palm Springs,48193,290,5,94,436,3,2017,40,151,1963,1277
Palo Alto,67441,90,0,39,214,6,2017,11,40,1783,1478
Palos Verdes Estates,13611,3,0,2,43,0,2017,1,0,125,77
Paradise,26610,88,0,9,127,2,2017,16,63,295,131
Paramount,55041,324,6,125,283,6,2017,8,185,1613,892
Parlier,15289,106,1,16,90,21,2017,8,81,258,83
Pasadena,142891,574,8,202,745,42,2017,51,313,2946,1842
Paso Robles,32266,35,0,6,126,4,2017,3,26,920,731
Patterson,21994,46,0,9,50,2,2017,3,34,513,327
Perris,77626,192,2,66,270,7,2017,4,120,1877,1104
Petaluma,60957,233,1,40,170,9,2017,32,160,946,712
Pico Rivera,63746,236,1,75,250,5,2017,19,141,1432,853
Piedmont,11464,14,0,3,60,0,2017,7,4,174,98
Pinole,19449,66,0,31,93,3,2017,5,30,968,789
Pismo Beach,8291,42,0,4,88,1,2017,3,35,393,283
Pittsburg,71944,341,7,121,299,28,2017,34,179,1766,876
Placentia,52437,89,1,25,187,2,2017,1,62,864,563
Placerville,10732,29,0,9,57,1,2017,6,14,279,176
Pleasant Hill,35136,83,0,34,158,9,2017,10,39,1739,1451
Pleasanton,84440,99,0,53,137,5,2017,13,33,1661,1406
Pomona,153066,853,18,344,718,26,2017,88,403,4484,2516
Porterville,59245,247,4,58,338,3,2017,10,175,1535,925
Port Hueneme,22374,39,2,14,65,6,2017,4,19,396,287
Poway,50438,58,0,13,136,3,2017,8,37,576,389
Rancho Cordova,73607,305,1,85,285,1,2017,17,202,1410,899
Rancho Cucamonga,178308,329,1,118,814,7,2017,46,164,4180,2998
Rancho Mirage,18347,28,0,13,121,0,2017,0,15,572,411
Rancho Palos Verdes,42563,33,0,7,152,0,2017,5,21,446,259
Rancho Santa Margarita,49144,32,0,6,45,4,2017,4,22,328,265
Red Bluff,14169,160,0,31,156,10,2017,29,100,960,698
Redding,92127,654,2,150,690,9,2017,64,438,3841,2360
Redlands,71707,216,1,69,426,20,2017,36,110,2629,1910
Redondo Beach,68051,176,0,62,358,0,2017,18,96,1570,1042
Redwood City,86353,209,0,61,177,18,2017,57,91,1390,1053
Reedley,25794,100,0,14,147,9,2017,5,81,369,148
Rialto,103980,399,2,150,475,3,2017,28,219,1684,596
Richmond,110804,1014,10,392,698,42,2017,49,563,4128,2199
Ridgecrest,28873,155,0,13,136,9,2017,19,123,518,309
Rio Dell,3414,6,0,0,8,1,2017,1,5,44,24
Rio Vista,8870,41,0,4,40,0,2017,1,36,94,45
Ripon,15659,13,0,4,28,0,2017,7,2,286,241
Riverbank,24669,40,0,21,73,2,2017,1,18,562,431
Riverside,328023,1669,12,544,1673,73,2017,166,947,10032,6629
Rocklin,63735,66,0,29,211,10,2017,14,23,1135,813
Rohnert Park,42922,218,0,21,110,7,2017,29,168,832,610
Rolling Hills,1891,0,0,0,1,0,2017,0,0,6,5
Rolling Hills Estates,8259,12,0,1,42,2,2017,2,9,153,103
Rosemead,54615,173,1,59,330,7,2017,12,101,1327,719
Roseville,135028,237,0,87,389,33,2017,27,123,3322,2623
Ross,2475,2,0,1,8,0,2017,0,1,37,29
Sacramento,499997,3378,39,1100,2888,209,2017,99,2140,14683,9077
Salinas,158313,1021,28,358,964,24,2017,71,564,4795,2589
San Bernardino,217259,2805,34,877,2136,67,2017,158,1736,8403,3990
San Bruno,43274,121,1,51,126,4,2017,13,56,1117,904
San Clemente,65596,91,0,37,173,4,2017,9,45,812,574
Sand City,392,10,0,5,10,0,2017,0,5,132,119
San Diego,1424116,5221,35,1410,3817,158,2017,559,3217,26246,17294
San Dimas,34499,67,0,24,158,4,2017,5,38,735,500
San Fernando,24899,120,3,34,85,1,2017,9,74,360,184
San Francisco,881255,6301,56,3220,4935,303,2017,367,2658,54356,44587
San Gabriel,40531,114,1,40,199,3,2017,3,70,666,407
Sanger,25126,110,2,15,173,2,2017,12,81,489,240
San Jacinto,47932,114,3,55,343,1,2017,2,54,1605,1005
San Jose,1037529,4188,32,1376,3926,173,2017,571,2209,25323,13329
San Juan Capistrano,36532,82,0,16,103,3,2017,12,54,448,313
San Leandro,91386,524,2,292,460,20,2017,21,209,3715,2369
San Luis Obispo,47934,178,0,23,172,12,2017,44,111,1782,1516
San Marcos,97290,195,0,54,202,4,2017,25,116,1136,784
San Marino,13402,14,0,6,127,0,2017,0,8,255,126
San Mateo,105090,268,0,64,706,8,2017,19,185,2125,1231
San Pablo,30781,178,2,103,129,8,2017,7,66,1040,547
San Rafael,59144,194,0,89,271,19,2017,21,84,1627,1091
San Ramon,76325,56,0,30,126,7,2017,8,18,974,768
Santa Ana,335699,1640,21,605,929,60,2017,188,826,7017,4108
Santa Barbara,92508,377,0,80,327,23,2017,67,230,2499,1968
Santa Clara,127538,214,2,82,408,7,2017,35,95,3618,2810
Santa Clarita,216350,352,4,122,674,13,2017,40,186,3081,1997
Santa Cruz,65132,409,1,103,412,30,2017,57,248,3684,2911
Santa Fe Springs,18339,106,0,48,183,6,2017,4,54,1048,688
Santa Maria,107424,476,3,155,446,11,2017,58,260,2354,1231
Santa Monica,92935,705,3,241,648,25,2017,54,407,4374,3462
Santa Paula,30496,103,2,18,84,2,2017,7,76,434,308
Santa Rosa,176361,722,5,126,525,22,2017,109,482,3245,2309
Santee,58563,155,0,43,109,1,2017,11,101,866,665
Saratoga,30886,33,2,6,94,4,2017,3,22,192,81
Sausalito,7155,14,0,3,37,0,2017,0,11,231,187
Scotts Valley,11985,14,0,4,40,0,2017,6,4,227,167
Seal Beach,24495,45,0,19,92,1,2017,2,24,643,503
Seaside,34519,92,1,31,81,1,2017,8,52,513,360
Sebastopol,7725,20,0,3,39,1,2017,5,12,129,81
Selma,24817,292,3,17,300,7,2017,12,260,873,411
Shafter,19284,43,0,11,117,11,2017,7,25,473,242
Sierra Madre,11080,8,0,1,43,2,2017,1,6,108,61
Signal Hill,11757,63,1,34,93,2,2017,5,23,749,521
Simi Valley,126635,184,0,39,331,7,2017,32,113,1824,1355
Solana Beach,13542,13,0,4,68,0,2017,3,6,229,142
Soledad,25560,50,2,7,47,3,2017,3,38,170,76
Solvang,5899,7,0,1,21,0,2017,1,5,85,62
Sonoma,11120,31,0,7,36,1,2017,5,19,186,146
Sonora,4811,33,0,7,56,7,2017,9,17,324,239
South El Monte,21012,121,2,35,169,9,2017,4,80,684,314
South Gate,95717,674,6,223,507,14,2017,41,404,3131,1691
South Lake Tahoe,21768,58,0,8,129,1,2017,12,38,482,280
South Pasadena,25961,18,1,9,130,2,2017,2,6,504,315
South San Francisco,67533,234,1,72,214,8,2017,31,130,1605,1184
Stallion Springs,2644,4,0,0,0,0,2017,0,4,10,10
Stanton,38767,142,1,37,130,4,2017,17,87,649,384
St. Helena,6210,11,0,1,33,2,2017,5,5,93,52
Stockton,309566,4379,55,1208,2140,208,2017,154,2962,11229,7040
Suisun City,29738,101,3,38,110,8,2017,8,52,689,490
Sunnyvale,154919,182,1,56,512,19,2017,29,96,2682,1872
Susanville,14414,209,0,11,102,7,2017,9,189,314,197
Sutter Creek,2517,4,0,0,8,1,2017,0,4,61,47
Taft,9393,83,0,7,77,0,2017,5,71,405,287
Tehachapi,12210,49,1,8,57,4,2017,4,36,223,130
Temecula,115220,117,1,38,353,2,2017,5,73,2614,2011
Temple City,36500,54,2,20,258,0,2017,3,29,552,257
Thousand Oaks,129240,172,2,35,269,12,2017,44,91,1687,1305
Tiburon,9210,3,0,1,16,0,2017,0,2,86,70
Torrance,147482,267,0,116,557,12,2017,36,115,3206,2213
Tracy,90263,193,3,77,201,11,2017,27,86,2179,1616
Truckee,16429,19,0,0,40,4,2017,4,15,165,98
Tulare,63349,254,2,66,284,15,2017,22,164,1703,1008
Tulelake,988,2,0,0,1,0,2017,0,2,1,0
Turlock,73488,447,4,142,382,35,2017,24,277,2296,1471
Tustin,81246,132,3,47,288,9,2017,11,71,1949,1484
Twentynine Palms,26210,40,2,6,142,8,2017,2,30,326,139
Ukiah,15859,121,0,20,59,13,2017,14,87,335,234
Union City,76311,255,1,83,216,4,2017,15,156,1686,1114
Upland,77154,232,7,101,586,6,2017,25,99,2071,1194
Vacaville,99293,198,1,56,186,17,2017,20,121,2108,1742
Vallejo,122174,1048,15,390,2445,60,2017,93,550,4597,1181
Ventura,110006,460,2,111,585,17,2017,63,284,3638,2717
Vernon,113,35,0,20,60,5,2017,0,15,424,229
Victorville,123284,862,14,267,830,42,2017,54,527,3318,1839
Villa Park,5933,2,0,0,35,1,2017,0,2,74,35
Visalia,132143,457,9,144,839,16,2017,81,223,4396,2953
Vista,103004,370,4,104,310,9,2017,38,224,1494,889
Walnut,30189,43,0,8,232,2,2017,12,23,485,221
Walnut Creek,69953,105,1,39,243,2,2017,2,63,2304,1871
Waterford,8928,16,0,2,26,0,2017,1,13,120,55
Watsonville,54226,298,1,69,251,14,2017,41,187,1711,995
Weed,2605,23,0,0,23,0,2017,0,23,95,62
West Covina,108128,275,0,144,502,10,2017,31,100,2733,1821
West Hollywood,37093,254,1,122,234,2,2017,29,102,1705,1367
Westlake Village,8476,14,0,4,48,0,2017,1,9,208,155
Westminster,91863,281,4,132,443,14,2017,23,122,2825,1987
Westmorland,2276,5,0,0,9,0,2017,0,5,21,10
West Sacramento,53703,199,7,79,201,21,2017,19,94,1138,756
Wheatland,3831,6,0,2,10,1,2017,0,4,37,22
Whittier,87141,300,5,137,420,6,2017,15,143,2507,1774
Wildomar,36683,56,0,15,128,1,2017,2,39,683,430
Williams,5201,11,0,5,34,2,2017,3,3,75,32
Willits,4870,57,0,5,11,0,2017,4,48,61,25
Windsor,27679,61,0,6,40,2,2017,15,40,279,219
Winters,7235,14,0,1,26,2,2017,0,13,131,93
Woodlake,7678,27,1,2,20,4,2017,1,23,122,86
Woodland,59676,187,0,38,326,35,2017,21,128,1861,1306
Yorba Linda,68889,45,0,5,185,5,2017,9,31,714,482
Yountville,3020,1,0,0,7,0,2017,0,1,42,33
Yreka,7564,51,1,2,57,1,2017,5,43,213,113
Yuba City,67042,255,0,82,380,15,2017,23,150,2207,1448
Yucaipa,53614,74,0,23,202,5,2017,12,39,927,590
Yucca Valley,21806,65,0,18,148,2,2017,9,38,444,244
Adelanto,34429,239,0,40,175,19,2018,25,174,610,336
Agoura Hills,20744,27,0,8,64,3,2018,5,14,274,186
Alameda,79951,184,1,75,196,18,2018,13,95,2123,1576
Albany,20379,37,1,28,69,3,2018,2,6,608,492
Alhambra,85718,193,3,88,328,16,2018,14,88,1930,1346
Aliso Viejo,52183,43,0,10,66,1,2018,11,22,445,348
Alturas,2501,24,0,3,27,1,2018,0,21,76,38
American Canyon,20339,56,0,13,54,0,2018,8,35,405,311
Anaheim,354743,1192,7,407,1408,27,2018,142,636,8702,5921
Anderson,10433,64,1,12,89,4,2018,6,45,388,201
Angels Camp,3808,10,0,0,22,0,2018,0,10,80,50
Antioch,112956,602,7,213,641,92,2018,56,326,3330,2087
Apple Valley,73631,227,5,55,279,15,2018,17,150,1459,917
Arcadia,59151,76,1,41,372,5,2018,8,26,1420,969
Arcata,18073,64,1,14,89,12,2018,15,34,665,512
Arroyo Grande,18244,24,0,3,37,4,2018,3,18,286,225
Artesia,16959,82,1,34,107,1,2018,3,44,335,180
Arvin,21560,207,3,27,89,20,2018,7,170,382,172
Atascadero,30716,99,0,9,63,3,2018,15,75,428,330
Atherton,7285,5,0,2,31,0,2018,3,0,107,73
Atwater,29565,179,2,21,163,16,2018,6,150,910,561
Auburn,14094,72,0,9,51,3,2018,3,60,192,123
Avalon,3769,4,0,0,9,0,2018,1,3,41,27
Avenal,12084,44,1,1,43,0,2018,2,40,118,57
Azusa,50393,193,3,63,221,9,2018,25,102,1122,716
Bakersfield,385609,1895,31,811,4025,275,2018,113,940,16097,9295
Baldwin Park,76541,287,3,71,240,1,2018,35,178,1386,843
Banning,31451,135,6,28,191,0,2018,17,84,531,217
Barstow,24095,285,2,96,348,32,2018,14,173,1102,584
Bear Valley,5500,5,0,0,5,0,2018,1,4,118,113
Beaumont,48559,208,1,24,163,3,2018,17,166,871,570
Bell,35857,184,3,45,120,0,2018,10,126,495,266
Bellflower,77937,335,4,118,331,10,2018,25,188,1688,963
Bell Gardens,42845,117,2,53,85,4,2018,6,56,633,306
Belmont,27325,40,0,10,58,1,2018,10,20,424,336
Belvedere,2134,0,0,0,4,0,2018,0,0,11,6
Benicia,28536,34,0,17,71,2,2018,7,10,382,229
Berkeley,123735,586,1,353,829,31,2018,65,167,5381,4004
Beverly Hills,34557,106,0,42,405,5,2018,14,50,1757,1282
Big Bear,5296,36,1,3,44,1,2018,4,28,171,109
Biggs,1712,10,0,2,9,0,2018,0,8,34,20
Bishop,3744,41,0,4,26,0,2018,6,31,232,201
Blythe,19517,71,1,23,213,35,2018,6,41,684,440
Bradbury,1100,2,0,0,9,0,2018,0,2,13,4
Brawley,26590,154,1,18,112,19,2018,4,131,657,494
Brea,43279,83,1,29,159,5,2018,7,46,1293,1068
Brentwood,64118,152,1,39,211,1,2018,7,105,1317,1021
Brisbane,4786,9,0,1,39,1,2018,1,7,93,51
Broadmoor,4440,14,2,5,24,0,2018,1,6,78,36
Buellton,5176,3,0,0,4,0,2018,0,3,51,41
Buena Park,83336,257,0,74,265,2,2018,17,166,2583,1977
Burbank,105041,229,0,77,276,8,2018,18,134,2625,2135
Burlingame,30959,58,0,19,177,4,2018,9,30,921,684
Calabasas,24309,26,0,3,81,0,2018,8,15,363,269
Calexico,40596,87,0,19,320,40,2018,6,62,1064,576
California City,14051,47,4,8,196,0,2018,2,33,393,137
Calimesa,8953,12,0,3,36,0,2018,0,9,202,129
Calistoga,5289,10,0,2,15,1,2018,3,5,62,39
Camarillo,68218,78,0,21,110,3,2018,16,41,841,663
Campbell,41853,119,0,37,235,25,2018,11,71,1379,976
Canyon Lake,11314,12,0,0,22,1,2018,3,9,101,56
Capitola,10218,26,0,9,28,3,2018,5,12,507,458
Carlsbad,116739,243,1,52,299,14,2018,39,151,2100,1649
Carmel,3921,11,0,0,20,0,2018,0,11,96,73
Carpinteria,13712,22,0,2,36,0,2018,0,20,212,148
Carson,92895,435,5,131,345,11,2018,14,285,1971,1181
Cathedral City,55056,172,2,39,188,6,2018,22,109,717,283
Central Marin,35033,40,0,19,193,0,2018,10,11,723,503
Ceres,49101,228,1,74,325,19,2018,13,140,1452,792
Cerritos,51307,162,0,91,372,3,2018,13,58,1794,1259
Chico,94273,611,2,106,327,66,2018,86,417,2403,1761
Chino,91535,259,1,67,407,6,2018,25,166,2216,1508
Chino Hills,81177,77,1,17,242,3,2018,8,51,1079,747
Chowchilla,18551,42,3,4,81,5,2018,1,34,293,144
Chula Vista,274370,835,6,256,585,20,2018,79,494,3611,2338
Citrus Heights,88603,324,1,86,410,12,2018,47,190,2478,1739
Claremont,36178,66,1,19,227,5,2018,15,31,930,646
Clayton,12330,1,0,1,11,0,2018,0,0,146,128
Clearlake,15037,109,4,21,188,7,2018,16,68,506,220
Cloverdale,8826,19,0,4,22,0,2018,6,9,138,106
Clovis,111759,221,1,36,358,6,2018,46,138,2438,1932
Coachella,46115,104,1,40,123,4,2018,5,58,1143,766
Coalinga,16593,73,2,8,73,3,2018,3,60,244,144
Colma,1524,37,0,18,32,0,2018,0,19,359,309
Colton,55203,184,11,77,324,14,2018,11,85,1600,851
Colusa,5961,11,1,1,24,0,2018,1,8,80,42
Commerce,12961,128,1,48,108,7,2018,9,70,995,646
Compton,97775,1174,22,424,362,58,2018,38,690,2559,1349
Concord,130855,473,3,200,446,18,2018,49,221,4126,3124
Corcoran,21487,75,0,11,88,2,2018,8,56,380,214
Corning,7580,40,1,4,78,2,2018,2,33,287,169
Corona,170041,263,6,119,488,21,2018,46,92,3264,2185
Coronado,24491,18,0,3,32,0,2018,2,13,314,262
Costa Mesa,114358,344,3,110,515,17,2018,75,156,3792,2975
Cotati,7509,36,0,4,19,1,2018,4,28,101,71
Covina,48557,188,2,67,291,3,2018,28,91,1117,653
Crescent City,6245,35,0,8,18,5,2018,2,25,220,199
Cudahy,24114,90,4,32,26,4,2018,5,49,187,88
Culver City,39335,188,0,109,246,0,2018,6,73,1756,1417
Cupertino,61078,72,0,14,183,7,2018,18,40,956,720
Cypress,49223,58,0,25,146,5,2018,14,19,704,478
Daly City,107928,242,3,103,221,8,2018,38,98,1528,1130
Dana Point,34019,69,0,13,73,0,2018,7,49,504,395
Danville,45202,16,0,10,53,1,2018,0,6,326,251
Davis,69486,117,2,44,232,9,2018,21,50,1690,1366
Delano,53141,238,10,44,319,73,2018,13,171,1437,656
Del Mar,4391,14,0,2,26,0,2018,3,9,118,78
Del Rey Oaks,1696,2,0,1,16,0,2018,0,1,59,40
Desert Hot Springs,28991,309,3,56,292,8,2018,22,228,638,179
Diamond Bar,56821,58,2,30,360,5,2018,7,19,936,521
Dinuba,24411,184,0,28,77,4,2018,9,147,597,427
Dixon,20472,53,1,14,35,4,2018,3,35,368,278
Dorris,902,3,0,0,7,0,2018,0,3,12,3
Dos Palos,5518,71,0,0,69,6,2018,3,68,201,99
Downey,113277,367,5,185,439,15,2018,14,163,2615,1570
Duarte,21816,62,0,19,49,1,2018,5,38,403,287
Dublin,63463,108,0,47,96,2,2018,6,55,1188,1005
Dunsmuir,1572,9,1,0,9,0,2018,1,7,23,12
East Palo Alto,29991,141,3,55,84,3,2018,13,70,567,300
Eastvale,64642,63,1,29,147,0,2018,5,28,956,678
El Cajon,104497,515,5,191,353,18,2018,31,288,2269,1544
El Centro,44609,126,1,29,439,8,2018,12,84,1625,1076
El Cerrito,25793,171,0,101,167,9,2018,3,67,1314,1045
Elk Grove,174651,414,1,93,321,10,2018,40,280,2359,1859
El Monte,116464,362,6,149,482,20,2018,35,172,2242,1256
El Segundo,16881,62,0,22,202,3,2018,11,29,714,448
Emeryville,12016,170,0,120,98,6,2018,9,41,2014,1761
Encinitas,63700,114,0,21,145,3,2018,16,77,795,567
Escalon,7653,21,0,3,25,0,2018,2,16,124,87
Escondido,153073,535,4,159,357,12,2018,64,308,2736,1891
Etna,718,0,0,0,0,0,2018,0,0,0,0
Eureka,27174,197,3,64,231,28,2018,26,104,1491,1055
Exeter,10583,16,0,3,49,0,2018,2,11,279,193
Fairfax,7620,6,0,1,21,0,2018,1,4,116,90
Fairfield,117883,587,4,176,404,29,2018,78,329,3280,2300
Farmersville,10806,45,3,8,48,4,2018,1,33,190,116
Ferndale,1373,6,0,0,8,0,2018,1,5,20,12
Fillmore,15928,39,1,7,27,1,2018,7,24,135,94
Firebaugh,8438,45,0,5,23,0,2018,4,36,111,66
Folsom,78916,85,1,29,245,8,2018,20,35,1245,918
Fontana,213964,709,8,195,542,10,2018,63,443,3218,1773
Fort Bragg,7317,31,0,6,34,7,2018,7,18,314,266
Fort Jones,690,7,0,0,3,0,2018,0,7,10,4
